X,Y,Rent
60.038079,30.228956,588.2352941
59.852809,30.224573,522.7272727
59.951364,30.4684855,472.2222222
59.955581,30.4077826,1000
60.013568,30.388281,625
59.911679,30.4967196,620.6896552
60.033714,30.455138,390.625
60.0713,30.326397,454.5454545
59.960021,30.480556,612.9032258
59.926562,30.470675,533.3333333
59.926226,30.4859126,450
60.001419,30.246042,625
59.740099,30.08651,580.6451613
60.039589,30.257666,555.5555556
60.043485,30.357038,531.25
60.037378,30.255322,540.5405405
59.816601,30.3250659,571.4285714
59.911246,30.4579741,375
59.939978,30.202294,625
60.005747,30.478014,400
59.910265,30.45543,628.5714286
60.015592,30.319794,617.0212766
59.984557,30.392045,647.0588235
59.873623,30.310532,884.6153846
59.951792,30.215855,560
59.832858,30.362911,657.8947368
59.988445,30.2151677,601.0928962
59.851408,30.3589121,642.8571429
59.98629,30.1968871,702.7027027
59.92952,30.258843,1081.081081
59.900929,30.4747263,566.6666667
59.859926,30.208797,526.3157895
60.0327,30.3430967,600
59.838796,30.2292779,545.4545455
60.041647,30.398919,625
59.901666,30.455619,583.3333333
59.929263,30.354657,1071.428571
60.00424,30.403364,600
60.029211,30.459239,487.804878
59.827456,30.141667,348.8372093
60.019683,30.3671461,468.75
60.001005,30.324851,650
59.830946,30.5401104,473.6842105
59.828245,30.4014674,689.6551724
59.910265,30.45543,552.6315789
59.94026,30.4682946,500
60.036968,30.403935,500
59.986601,30.224258,652.173913
59.911367,30.476846,555.5555556
59.842785,30.1673678,515.1515152
59.89717,30.4682623,500
60.003218,30.215814,647.0588235
60.005546,30.266785,607.5949367
59.873576,30.376637,588.2352941
60.013371,30.254221,589.7435897
60.032457,30.246482,523.8095238
60.005365,30.4181542,600
60.046513,30.368186,425
59.831956,30.333448,625
59.865305,30.3965149,517.2413793
59.863798,30.3016417,645.1612903
60.00135,30.2383287,395.8333333
60.038079,30.228956,638.8888889
60.051388,30.314474,580.6451613
60.006845,30.263416,539.9061033
60.04086,30.339395,500
59.936989,30.4906112,515.1515152
59.902549,30.3221908,777.7777778
59.967429,30.3982154,484.8484848
60.049502,30.3806139,558.8235294
60.082857,30.352115,487.804878
59.879781,30.4650968,625
59.836892,30.1726217,516.1290323
60.019939,30.411572,609.7560976
60.042743,30.380972,500
60.009687,30.41268,588.2352941
59.836258,30.3190732,473.6842105
59.96144,30.2925177,640
60.02008247,30.26873937,882.3529412
59.84392033,30.21184312,573.7704918
59.833749,30.3989663,793.1034483
60.082857,30.352115,500
59.93136571,30.28818259,1176.470588
59.902479,30.320882,844.4444444
59.952299,30.4083222,1000
59.830672,30.534321,514.2857143
59.826351,30.1690706,451.6129032
59.981535,30.38822,617.6470588
59.936859,30.3639824,681.8181818
59.862274,30.17273,461.5384615
60.046044,30.364899,431.0344828
59.85213,30.211992,447.3684211
60.001005,30.324851,650
59.933157,30.3658916,1250
60.025457,30.226405,547.6190476
59.998531,30.335757,606.0606061
60.013474,30.326998,433.3333333
59.831956,30.333448,722.2222222
60.016935,30.281893,529.4117647
59.900192,30.4661296,457.1428571
59.826303,30.4051753,625
60.054074,30.326769,710.5263158
59.902116,30.4745385,444.4444444
59.840986,30.233763,511.1111111
60.001929,30.212281,857.1428571
59.859917,30.242763,542.8571429
59.843037,30.260487,555.5555556
59.871911,30.3092724,666.6666667
59.82923149,30.53779003,531.25
59.856921,30.215059,404.7619048
59.839574,30.312836,555.5555556
59.939658,30.439332,787.8787879
59.791313,30.151476,465.1162791
60.029968,30.454847,487.804878
59.856055,30.231759,562.5
59.989576,30.202492,937.5
60.006642,30.198818,555.5555556
60.053029,30.3710322,600
59.880216,30.314017,888.8888889
59.819047,30.327609,625
60.041081,30.332649,625
59.938338,30.473567,534.8837209
59.951018,30.265044,774.1935484
59.831117,30.5397269,558.8235294
60.029211,30.459239,500
59.929511,30.459141,550
59.953076,30.3283494,869.5652174
59.826302,30.332478,675
59.826519,30.205294,425
60.038767,30.221167,594.5945946
59.836409,30.352133,650
59.937991,30.440132,694.4444444
60.057155,30.266272,771.4285714
59.993634,30.388904,488.8888889
59.952591,30.305534,1153.846154
59.835456,30.3166017,473.6842105
59.910265,30.45543,594.5945946
59.914073,30.450106,594.5945946
59.871911,30.3092724,781.25
59.939938,30.391246,1530.612245
59.828463,30.2165115,633.3333333
60.006474,30.418182,531.25
59.850854,30.218565,536.5853659
60.001005,30.324851,650
60.013371,30.254221,600
60.042479,30.377105,465.1162791
59.991328,30.31717,625
60.036492,30.395297,645.1612903
60.074541,30.335184,526.3157895
59.829179,30.1831152,421.0526316
59.910767,30.491435,428.5714286
59.880216,30.314017,1000
59.830672,30.534321,457.1428571
59.918527,30.3520514,980.3921569
60.031211,30.142835,394.7368421
60.005747,30.478014,421.0526316
60.032092,30.145592,510.5105105
59.930291,30.3215761,744.6808511
60.039948,30.252285,595.2380952
60.003061,30.221087,657.8947368
60.004222,30.281687,657.8947368
60.00119,30.326199,575
59.94983937,30.24864126,789.4736842
59.85019,30.241576,511.1111111
60.031256,30.138675,566.572238
59.938971,30.3612435,740.7407407
59.910265,30.45543,558.1395349
59.853424,30.153641,514.2857143
59.86766,30.3996878,514.2857143
60.039948,30.252285,514.2857143
60.01068,30.394181,522.7272727
59.853432,30.350382,837.2093023
59.888379,30.313766,837.8378378
60.078356,30.342099,461.5384615
59.841541,30.214583,675
60.033885,30.4304564,500
59.852154,30.361521,500
60.010456,30.2395609,542.0054201
60.016334,30.426029,612.9032258
60.013641,30.265751,500
60.043485,30.357038,500
59.831721,30.2113372,516.1290323
60.04202,30.412176,555.5555556
60.036519,30.244209,642.8571429
59.816601,30.3250659,545.4545455
59.82154804,30.327506,593.75
59.848675,30.2751559,540.5405405
59.852321,30.244057,578.9473684
59.8322,30.2144569,419.3548387
59.948724,30.5014311,500
59.854629,30.212196,404.7619048
59.88441,30.478993,478.2608696
59.956208,30.3045554,904.7619048
59.863049,30.3568004,566.6666667
60.001005,30.324851,650
60.074541,30.335184,500
60.01226,30.431602,500
59.871989,30.3854296,545.4545455
60.024207,30.2851171,473.6842105
60.028286,30.401548,581.3953488
60.042761,30.32628,472.2222222
59.922354,30.45217,705.8823529
59.828685,30.3932537,571.4285714
59.840811,30.312384,666.6666667
60.031148,30.24344,500
60.028622,30.296465,513.5135135
59.860848,30.3263458,730.7692308
59.846178,30.326847,750
60.00447,30.23944,512.8205128
59.995433,30.3893833,571.4285714
59.919827,30.4457139,476.1904762
59.856881,30.40906,605.2631579
59.947622,30.3388054,1000
60.029885,30.452044,435.8974359
59.86635,30.364781,800
59.84485,30.264619,600
59.989045,30.2191931,487.804878
60.051388,30.314474,714.2857143
60.028128,30.335739,625
59.856921,30.215059,380.952381
59.903133,30.446483,657.1428571
60.035351,30.225615,705.8823529
59.921029,30.4898388,687.5
60.036758,30.226369,666.6666667
60.03376,30.3813076,384.6153846
59.835121,30.3801141,536.5853659
59.986877,30.2089326,500
59.84121,30.3953679,514.2857143
59.931045,30.3587074,970.8737864
59.837675,30.1382001,421.0526316
59.857592,30.195373,441.1764706
59.907966,30.4160037,440
59.937136,30.2826642,1250
59.93046,30.2448661,653.8461538
60.049267,30.370261,450
59.848038,30.199046,400
59.984557,30.392045,555.5555556
59.854497,30.3301927,909.0909091
59.993293,30.356948,952.3809524
60.023034,30.400058,529.8013245
60.020959,30.24235,673.0769231
59.856759,30.191533,512.8205128
59.931941,30.460749,515.4639175
59.957689,30.4834319,468.75
59.940523,30.2763176,1250
60.001005,30.324851,650
59.840449,30.4952294,410.2564103
60.079792,30.34881,571.4285714
59.861188,30.3023439,548.3870968
59.820553,30.327591,938.3378016
59.888379,30.313766,875
59.915333,30.461773,606.0606061
59.86176,30.189718,465.1162791
60.035059,30.217098,750
60.029022,30.250049,594.5945946
59.861843,30.3382238,705.8823529
59.939384,30.490073,553.8461538
59.835279,30.426271,513.5135135
60.015361,30.3798442,600
59.851046,30.3740528,500
59.841975,30.113128,500
59.867351,30.4042347,588.2352941
59.997316,30.359149,633.3333333
59.881187,30.47725,428.5714286
59.789329,30.150723,428.5714286
59.936873,30.438677,909.0909091
60.02509,30.4142145,575.7575758
59.946662,30.413695,789.4736842
59.873623,30.310532,842.1052632
59.857047,30.3880416,781.25
59.863798,30.4609425,612.9032258
60.042415,30.224716,757.5757576
59.936361,30.219709,900
60.035059,30.217098,500
59.840811,30.312384,1102.564103
59.939397,30.2511126,1076.923077
60.027777,30.232091,488.8888889
59.861464,30.331145,361.7021277
59.860265,30.173099,470.9418838
60.002724,30.251602,534.8837209
59.880216,30.314017,1063.829787
59.900146,30.307604,975
60.008168,30.264747,547.6190476
59.923587,30.4774461,457.1428571
60.034778,30.445577,545.4545455
59.832881,30.1549396,444.4444444
59.853125,30.139726,629.6296296
59.939996,30.205798,647.0588235
59.861354,30.171239,428.5714286
60.024858,30.2248378,487.1794872
59.957149,30.4307418,503.7783375
59.834564,30.4024258,988.700565
59.831956,30.333448,641.025641
59.859114,30.196092,595.7446809
60.026264,30.220815,394.7368421
59.860193,30.160864,431.8181818
60.001005,30.324851,650
59.829696,30.5372965,473.6842105
60.080241,30.334661,526.3157895
59.997721,30.352894,574.4680851
60.006759,30.3924702,416.6666667
59.919734,30.370306,1666.666667
59.8429492,30.34095084,645.1612903
59.833258,30.5260395,533.3333333
59.880216,30.314017,1063.829787
59.897484,30.4665675,533.3333333
59.92952,30.258843,942.8571429
59.856184,30.183834,375
59.816601,30.3250659,513.5135135
59.936481,30.4939572,395.3488372
60.016959,30.308421,603.4482759
59.86425,30.409304,673.8544474
60.039512,30.326208,625
59.85029708,30.41429664,526.3157895
59.826954,30.329109,560.2240896
59.842508,30.493519,555.5555556
60.034371,30.390132,372.0930233
59.842544,30.305861,714.2857143
59.888379,30.313766,833.3333333
59.943794,30.2176082,694.4444444
60.018753,30.2316072,415.7549234
59.983871,30.421856,548.3870968
59.915267,30.29856,709.6774194
59.946662,30.413695,897.4358974
60.013371,30.254221,487.1794872
59.83479,30.3403457,482.3151125
59.833882,30.1478344,666.6666667
59.861743,30.505012,441.1764706
60.047829,30.321375,875
59.947375,30.2163294,600
59.860717,30.247237,400
59.896039,30.310856,914.2857143
59.872138,30.3328404,909.0909091
59.868224,30.166826,428.5714286
60.036986,30.4295209,514.2857143
60.007796,30.2309141,473.6842105
59.829161,30.541462,465.7534247
59.978899,30.374394,568.1818182
60.039589,30.257666,394.7368421
59.953016,30.4255983,562.5
59.84773,30.153605,744.1860465
59.902274,30.3309587,1026.315789
59.900324,30.459001,609.7560976
59.92952,30.258843,1117.647059
59.963589,30.4157005,666.6666667
60.046086,30.351064,526.3157895
60.037603,30.4047295,500
60.001005,30.324851,650
59.853961,30.189852,515.1515152
59.939397,30.2511126,1185.56701
60.033383,30.39212,500
59.910265,30.45543,547.6190476
59.858804,30.199274,461.5384615
59.955394,30.4685196,500
59.8519,30.2480217,487.804878
59.848464,30.2376542,468.75
59.85995,30.16484,380.952381
59.837686,30.205945,548.3870968
59.840489,30.2082442,625
60.053754,30.317099,450
59.860701,30.185031,555.5555556
60.02912,30.2975517,500
59.963157,30.268229,1571.428571
59.89418,30.4479516,1028.571429
59.923649,30.371797,888.8888889
59.95434,30.4764398,473.6842105
59.933157,30.3658916,1590.909091
59.85083,30.3908227,620.6896552
60.046394,30.397672,400
60.005697,30.20816,514.2857143
59.853955,30.220178,425
59.868224,30.166826,555.5555556
60.035297,30.250426,729.4832827
60.018201,30.417477,459.4594595
59.943794,30.2176082,625
59.905668,30.323951,1116.071429
